id,material,harvest,site,productivity,species
1794,bx945,2015,dourados,112.0,corn
1795,bx945,2016,dourados,88.4,corn
1796,bx945,2013,maracaju,113.6,corn
1797,bx945,2014,maracaju,119.2,corn
1798,bx945,2015,maracaju,144.8,corn
1799,bx945,2012,naviraí,125.4,corn
1800,bx945,2013,naviraí,102.6,corn
1801,bx945,2014,naviraí,98.1,corn
1802,bx945,2015,naviraí,101.6,corn
1803,bx945,2016,naviraí,98.5,corn
1804,bx945,2012,rio brilhante,123.4,corn
1805,bx945,2013,rio brilhante,105.1,corn
1806,bx945,2015,rio brilhante,113.2,corn
1807,bx945,2012,são gabriel do oeste,120.5,corn
1808,bx945,2013,são gabriel do oeste,117.2,corn
1809,bx945,2015,são gabriel do oeste,165.6,corn
1810,bx945,2012,sidrolândia,144.2,corn
1811,bx945,2013,sidrolândia,120.6,corn
1812,bx945,2014,sidrolândia,129.6,corn
1813,bx945,2015,sidrolândia,140.8,corn
1814,bx945,2016,sidrolândia,116.9,corn
1815,bx967yg,2009,aral moreira,87.1,corn
1816,bx967yg,2010,aral moreira,136.5,corn
1817,bx967yg,2009,dourados,43.0,corn
1818,bx967yg,2010,dourados,102.7,corn
1819,bx967yg,2011,dourados,128.4,corn
1820,bx967yg,2009,maracaju,81.7,corn
1821,bx967yg,2010,maracaju,131.8,corn
1822,bx967yg,2011,maracaju,132.5,corn
1823,bx967yg,2009,naviraí,85.1,corn
1824,bx967yg,2010,naviraí,99.1,corn
1825,bx967yg,2011,naviraí,129.2,corn
1826,bx967yg,2009,rio brilhante,79.7,corn
1827,bx967yg,2010,rio brilhante,115.8,corn
1828,bx967yg,2011,rio brilhante,132.7,corn
1829,bx967yg,2009,sidrolândia,84.5,corn
1830,bx967yg,2010,sidrolândia,97.8,corn
1831,bx967yg,2011,sidrolândia,133.0,corn
1832,bx967yg,2010,são gabriel do oeste,84.6,corn
1833,bx967yg,2010,sonora,66.1,corn
1834,bx967yg,2011,sonora,94.4,corn
1835,bx970,2014,amambai,114.3,corn
1836,bx970,2013,antônio joão,110.3,corn
1837,bx970,2012,aral moreira,61.1,corn
1838,bx970,2011,dourados,120.2,corn
1839,bx970,2012,dourados,122.8,corn
1840,bx970,2013,dourados,154.2,corn
1841,bx970,2014,dourados,121.5,corn
1842,bx970,2011,maracaju,139.5,corn
1843,bx970,2013,maracaju,119.6,corn
1844,bx970,2014,maracaju,109.8,corn
1845,bx970,2011,naviraí,125.7,corn
1846,bx970,2012,naviraí,167.9,corn
1847,bx970,2013,naviraí,120.7,corn
1848,bx970,2014,naviraí,97.6,corn
1849,bx970,2011,rio brilhante,152.3,corn
1850,bx970,2012,rio brilhante,132.6,corn
1851,bx970,2013,rio brilhante,86.1,corn
1852,bx970,2011,são gabriel do oeste,123.2,corn
1853,bx970,2013,são gabriel do oeste,119.7,corn
1854,bx970,2014,são gabriel do oeste,116.1,corn
1855,bx970,2011,sidrolândia,139.7,corn
1856,bx970,2012,sidrolândia,163.5,corn
1857,bx970,2013,sidrolândia,126.5,corn
1858,bx970,2014,sidrolândia,143.0,corn
1859,bx970,2011,sonora,104.9,corn
1860,bx970yg,2009,aral moreira,99.0,corn
1861,bx970yg,2010,aral moreira,138.8,corn
1862,bx970yg,2009,dourados,25.1,corn
1863,bx970yg,2010,dourados,105.6,corn
1864,bx970yg,2009,maracaju,92.0,corn
1865,bx970yg,2010,maracaju,126.5,corn
1866,bx970yg,2009,naviraí,110.0,corn
1867,bx970yg,2010,naviraí,112.4,corn
1868,bx970yg,2009,rio brilhante,69.2,corn
1869,bx970yg,2010,rio brilhante,144.1,corn
1870,bx970yg,2009,são gabriel do oeste,83.8,corn
1871,bx970yg,2010,são gabriel do oeste,97.3,corn
1872,bx970yg,2009,sidrolândia,112.5,corn
1873,bx970yg,2010,sidrolândia,103.6,corn
1874,bx970yg,2009,sonora,49.7,corn
1875,bx970yg,2010,sonora,69.6,corn
1876,bx974,2010,sonora,61.4,corn
1877,cargo,2011,sidrolândia,122.3,corn
1878,cargo,2011,sonora,88.6,corn
1879,cargo,2011,maracaju,119.2,corn
1880,cargo,2011,rio brilhante,110.6,corn
1881,cargo,2011,dourados,101.5,corn
1882,cargo,2012,aral moreira,64.7,corn
1883,cargo,2012,aral moreira,71.0,corn
1884,cargo,2012,dourados,115.3,corn
1885,cd304,2011,dourados,109.2,corn
1886,cd304,2011,maracaju,115.1,corn
1887,cd304,2011,naviraí,101.5,corn
1888,cd304,2011,rio brilhante,97.3,corn
1889,cd304,2011,sidrolândia,125.5,corn
1890,cd304,2010,dourados,84.2,corn
1891,cd304,2010,maracaju,111.2,corn
1892,cd304,2010,naviraí,92.3,corn
1893,cd304,2010,são gabriel do oeste,87.7,corn
1894,cd304,2010,sidrolândia,103.3,corn
1895,cd304,2010,sonora,53.0,corn
1896,cd308,2012,aral moreira,68.5,corn
1897,cd308,2012,dourados,138.2,corn
1898,cd308,2012,naviraí,145.3,corn
1899,cd308,2012,sidrolândia,164.7,corn
1900,cd308,2012,rio brilhante,123.0,corn
1901,cd308,2014,amambai,87.9,corn
1902,cd308,2015,amambai,129.4,corn
1903,cd308,2016,amambai,111.2,corn
1904,cd308,2013,antônio joão,108.4,corn
1905,cd308,2015,bonito,139.3,corn
1906,cd308,2016,bonito,117.8,corn
1907,cd308,2016,deodápolis,83.2,corn
1908,cd308,2013,dourados,132.0,corn
1909,cd308,2014,dourados,122.2,corn
1910,cd308,2015,dourados,110.3,corn
1911,cd308,2016,dourados,122.4,corn
1912,cd308,2013,maracaju,95.6,corn
1913,cd308,2014,maracaju,92.8,corn
1914,cd308,2015,maracaju,131.1,corn
1915,cd308,2016,maracaju,118.0,corn
1916,cd308,2013,naviraí,110.1,corn
1917,cd308,2014,naviraí,119.7,corn
1918,cd308,2015,naviraí,90.3,corn
1919,cd308,2016,naviraí,103.3,corn
1920,cd308,2013,rio brilhante,90.4,corn
1921,cd308,2015,rio brilhante,123.0,corn
1922,cd308,2016,rio brilhante,140.2,corn
1923,cd308,2013,são gabriel do oeste,110.4,corn
1924,cd308,2014,são gabriel do oeste,122.4,corn
1925,cd308,2015,são gabriel do oeste,159.6,corn
1926,cd308,2013,sidrolândia,95.6,corn
1927,cd308,2014,sidrolândia,133.5,corn
1928,cd308,2015,sidrolândia,164.6,corn
1929,cd308,2016,sidrolândia,138.0,corn
1930,cd316,2014,amambai,72.8,corn
1931,cd316,2014,dourados,119.6,corn
1932,cd316,2014,maracaju,86.0,corn
1933,cd316,2014,naviraí,104.9,corn
1934,cd316,2014,são gabriel do oeste,115.3,corn
1935,cd316,2014,sidrolândia,149.3,corn
1936,cd316,2009,aral moreira,92.3,corn
1937,cd316,2009,dourados,34.1,corn
1938,cd316,2009,maracaju,85.4,corn
1939,cd316,2009,naviraí,89.3,corn
1940,cd316,2009,rio brilhante,83.9,corn
1941,cd316hx,2010,maracaju,116.1,corn
1942,cd316hx,2010,são gabriel do oeste,110.7,corn
1943,cd316hx,2014,amambai,87.6,corn
1944,cd316hx,2015,amambai,124.4,corn
1945,cd316hx,2012,aral moreira,97.2,corn
1946,cd316hx,2015,bonito,127.4,corn
1947,cd316hx,2011,dourados,123.4,corn
1948,cd316hx,2012,dourados,143.7,corn
1949,cd316hx,2014,dourados,117.5,corn
1950,cd316hx,2015,dourados,100.5,corn
1951,cd316hx,2014,maracaju,105.4,corn
1952,cd316hx,2015,maracaju,141.0,corn
1953,cd316hx,2011,naviraí,128.5,corn
1954,cd316hx,2012,naviraí,132.8,corn
1955,cd316hx,2014,naviraí,121.5,corn
1956,cd316hx,2015,naviraí,126.9,corn
1957,cd316hx,2011,rio brilhante,127.0,corn
1958,cd316hx,2012,rio brilhante,120.9,corn
1959,cd316hx,2015,rio brilhante,128.3,corn
1960,cd316hx,2012,são gabriel do oeste,132.4,corn
1961,cd316hx,2014,são gabriel do oeste,126.1,corn
1962,cd316hx,2015,são gabriel do oeste,139.6,corn
1963,cd316hx,2011,sidrolândia,143.1,corn
1964,cd316hx,2012,sidrolândia,165.5,corn
1965,cd316hx,2014,sidrolândia,147.9,corn
1966,cd316hx,2015,sidrolândia,196.7,corn
1967,cd316hx,2010,sonora,65.6,corn
1968,cd316hx,2011,sonora,87.6,corn
1969,cd316hx,2013,dourados,168.5,corn
1970,cd316hx,2011,maracaju,126.7,corn
1971,cd316hx,2013,maracaju,123.6,corn
1972,cd316hx,2013,naviraí,101.7,corn
1973,cd316hx,2011,são gabriel do oeste,118.4,corn
1974,cd316hx,2013,sidrolândia,132.2,corn
1975,cd316pr02,2016,amambai,149.0,corn
1976,cd316pr02,2016,bonito,116.9,corn
1977,cd316pr02,2016,deodápolis,65.8,corn
1978,cd316pr02,2016,dourados,92.2,corn
1979,cd316pr02,2016,maracaju,130.2,corn
1980,cd316pr02,2016,naviraí,96.6,corn
1981,cd316pr02,2016,rio brilhante,120.5,corn
1982,cd316pr02,2016,sidrolândia,130.4,corn
1983,cd316pro2,2010,naviraí,101.6,corn
1984,cd324pro,2009,são gabriel do oeste,73.7,corn
1985,cd324pro,2009,sonora,36.7,corn
1986,cd327,2014,amambai,97.1,corn
1987,cd327,2014,dourados,125.6,corn
1988,cd327,2014,maracaju,103.5,corn
1989,cd327,2014,naviraí,84.8,corn
1990,cd327,2014,são gabriel do oeste,112.0,corn
1991,cd327,2014,sidrolândia,139.5,corn
1992,cd3344hx,2009,maracaju,72.4,corn
1993,cd3344hx,2009,são gabriel do oeste,80.3,corn
1994,cd3344hx,2009,sonora,38.1,corn
1995,cd3408hx,2012,aral moreira,68.0,corn
1996,cd3408hx,2012,dourados,122.2,corn
1997,cd3408hx,2012,naviraí,120.9,corn
1998,cd3408hx,2012,rio brilhante,116.4,corn
1999,cd3408hx,2012,são gabriel do oeste,133.6,corn
2000,cd3408hx,2012,sidrolândia,161.2,corn
2001,cd3464hx,2010,aral moreira,121.1,corn
2002,cd3464hx,2010,dourados,82.4,corn
2003,cd3464hx,2009,maracaju,89.0,corn
2004,cd3464hx,2010,maracaju,109.4,corn
2005,cd3464hx,2010,naviraí,94.1,corn
2006,cd3464hx,2010,rio brilhante,104.0,corn
2007,cd3464hx,2009,são gabriel do oeste,81.3,corn
2008,cd3464hx,2010,são gabriel do oeste,72.8,corn
2009,cd3464hx,2010,sidrolândia,92.1,corn
2010,cd3464hx,2009,sonora,46.2,corn
2011,cd3464hx,2010,sonora,39.5,corn
2012,cd351,2014,amambai,105.2,corn
2013,cd351,2014,dourados,136.7,corn
2014,cd351,2014,maracaju,115.0,corn
2015,cd351,2014,naviraí,121.0,corn
2016,cd351,2014,são gabriel do oeste,124.2,corn
2017,cd351,2014,sidrolândia,135.3,corn
2018,cd3612pw,2009,maracaju,84.5,corn
2019,cd3612pw,2009,são gabriel do oeste,87.5,corn
2020,cd3612pw,2009,sonora,36.0,corn
2021,cd3612pw,2014,amambai,97.7,corn
2022,cd3612pw,2014,dourados,119.0,corn
2023,cd3612pw,2014,maracaju,106.9,corn
2024,cd3612pw,2014,naviraí,119.0,corn
2025,cd3612pw,2014,são gabriel do oeste,113.7,corn
2026,cd3612pw,2014,sidrolândia,139.9,corn
2027,cd3715pro,2010,aral moreira,133.9,corn
2028,cd3715pro,2012,aral moreira,79.4,corn
2029,cd3715pro,2010,dourados,107.4,corn
2030,cd3715pro,2011,dourados,114.5,corn
2031,cd3715pro,2012,dourados,127.8,corn
2032,cd3715pro,2010,maracaju,127.6,corn
2033,cd3715pro,2011,maracaju,126.3,corn
2034,cd3715pro,2010,naviraí,103.9,corn
2035,cd3715pro,2011,naviraí,120.4,corn
2036,cd3715pro,2012,naviraí,130.1,corn
2037,cd3715pro,2010,rio brilhante,109.0,corn
2038,cd3715pro,2011,rio brilhante,131.8,corn
2039,cd3715pro,2012,rio brilhante,116.2,corn
2040,cd3715pro,2010,são gabriel do oeste,108.3,corn
2041,cd3715pro,2011,são gabriel do oeste,107.7,corn
2042,cd3715pro,2012,são gabriel do oeste,135.3,corn
2043,cd3715pro,2010,sidrolândia,102.3,corn
2044,cd3715pro,2011,sidrolândia,141.9,corn
2045,cd3715pro,2012,sidrolândia,165.1,corn
2046,cd3715pro,2010,sonora,64.6,corn
2047,cd3715pro,2011,sonora,79.4,corn
2048,cd3715pro2,2010,aral moreira,125.3,corn
2049,cd3715pro2,2010,dourados,88.4,corn
2050,cd3715pro2,2010,maracaju,116.6,corn
2051,cd3715pro2,2010,naviraí,92.1,corn
2052,cd3715pro2,2010,rio brilhante,117.7,corn
2053,cd3715pro2,2010,são gabriel do oeste,95.3,corn
2054,cd3715pro2,2010,sidrolândia,90.6,corn
2055,cd3715pro2,2010,sonora,54.3,corn
2056,cd3715pro2,2011,dourados,107.5,corn
2057,cd3715pro2,2011,maracaju,116.4,corn
2058,cd3715pro2,2011,naviraí,111.0,corn
2059,cd3715pro2,2011,rio brilhante,106.8,corn
2060,cd3715pro2,2011,são gabriel do oeste,111.0,corn
2061,cd3715pro2,2011,sidrolândia,124.9,corn
2062,cd3715pro2,2011,sonora,85.4,corn
2063,cd3765pw,2011,sonora,79.1,corn
2064,cd3765pw,2011,dourados,110.0,corn
2065,cd3765pw,2011,maracaju,119.5,corn
2066,cd3765pw,2011,naviraí,127.2,corn
2067,cd3765pw,2011,são gabriel do oeste,102.1,corn
2068,cd3765pw,2011,sidrolândia,123.9,corn
2069,cd3770pw,2012,aral moreira,72.6,corn
2070,cd3770pw,2012,dourados,128.2,corn
2071,cd3770pw,2012,naviraí,150.4,corn
2072,cd3770pw,2012,rio brilhante,130.7,corn
2073,cd3770pw,2012,são gabriel do oeste,150.4,corn
2074,cd3770pw,2012,sidrolândia,171.7,corn
2075,cd384,2014,amambai,95.2,corn
2076,cd384,2013,antônio joão,110.9,corn
2077,cd384,2012,aral moreira,70.4,corn
2078,cd384,2012,dourados,130.7,corn
2079,cd384,2013,dourados,155.4,corn
2080,cd384,2014,dourados,131.4,corn
2081,cd384,2013,maracaju,122.5,corn
2082,cd384,2014,maracaju,117.6,corn
2083,cd384,2012,naviraí,139.5,corn
2084,cd384,2013,naviraí,107.1,corn
2085,cd384,2014,naviraí,119.8,corn
2086,cd384,2012,rio brilhante,125.1,corn
2087,cd384,2013,rio brilhante,92.7,corn
2088,cd384,2012,são gabriel do oeste,126.9,corn
2089,cd384,2013,são gabriel do oeste,109.6,corn
2090,cd384,2014,são gabriel do oeste,124.7,corn
2091,cd384,2012,sidrolândia,163.9,corn
2092,cd384,2013,sidrolândia,118.1,corn
2093,cd384,2014,sidrolândia,135.5,corn
2094,cd384hx,2014,amambai,107.8,corn
2095,cd384hx,2013,antônio joão,111.1,corn
2096,cd384hx,2012,aral moreira,65.3,corn
2097,cd384hx,2012,dourados,132.9,corn
2098,cd384hx,2013,dourados,161.7,corn
2099,cd384hx,2014,dourados,124.4,corn
2100,cd384hx,2013,maracaju,109.4,corn
2101,cd384hx,2014,maracaju,100.7,corn
2102,cd384hx,2012,naviraí,129.2,corn
2103,cd384hx,2013,naviraí,108.9,corn
2104,cd384hx,2014,naviraí,117.4,corn
2105,cd384hx,2012,rio brilhante,121.3,corn
2106,cd384hx,2013,rio brilhante,89.6,corn
2107,cd384hx,2012,são gabriel do oeste,132.5,corn
2108,cd384hx,2013,são gabriel do oeste,99.7,corn
2109,cd384hx,2014,são gabriel do oeste,117.4,corn
2110,cd384hx,2012,sidrolândia,171.5,corn
2111,cd384hx,2013,sidrolândia,109.4,corn
2112,cd384hx,2014,sidrolândia,128.4,corn
2113,cd384hx,2016,amambai,103.1,corn
2114,cd384hx,2016,bonito,116.7,corn
2115,cd384hx,2016,deodápolis,60.7,corn
2116,cd384hx,2016,dourados,84.3,corn
2117,cd384hx,2016,maracaju,91.6,corn
2118,cd384hx,2016,naviraí,76.1,corn
2119,cd384hx,2016,rio brilhante,108.1,corn
2120,cd384hx,2016,sidrolândia,109.9,corn
2121,cd384pw,2009,aral moreira,59.3,corn
2122,cd384pw,2009,dourados,25.8,corn
2123,cd384pw,2009,maracaju,69.8,corn
2124,cd384pw,2009,naviraí,99.0,corn
2125,cd384pw,2009,rio brilhante,58.8,corn
2126,cd384pw,2009,são gabriel do oeste,76.5,corn
2127,cd384pw,2009,sidrolândia,97.7,corn
2128,cd384pw,2009,sonora,35.9,corn
2129,celerontl,2012,aral moreira,64.9,corn
2130,celerontl,2012,dourados,146.8,corn
2131,celerontl,2012,são gabriel do oeste,128.4,corn
2132,defender,2009,aral moreira,65.0,corn
2133,defender,2009,dourados,21.8,corn
2134,defender,2009,maracaju,77.2,corn
2135,defender,2009,naviraí,93.8,corn
2136,defender,2009,rio brilhante,63.6,corn
2137,defender,2009,são gabriel do oeste,75.7,corn
2138,defender,2009,sidrolândia,96.9,corn
2139,defender,2009,sonora,34.0,corn
2140,defendertl,2009,dourados,16.9,corn
2141,defendertl,2009,maracaju,70.9,corn
2142,defendertl,2009,são gabriel do oeste,92.6,corn
2143,defendertl,2009,sidrolândia,97.5,corn
2144,defendertl,2009,sonora,54.0,corn
2145,defendervip,2011,dourados,116.2,corn
2146,defendervip,2011,maracaju,126.7,corn
2147,defendervip,2011,naviraí,126.4,corn
2148,defendervip,2011,rio brilhante,134.0,corn
2149,defendervip,2010,sonora,48.0,corn
2150,defendervip,2011,sonora,74.0,corn
2151,dg501,2012,naviraí,87.6,corn
2152,dg501,2012,rio brilhante,88.9,corn
2153,dg601,2013,antônio joão,77.2,corn
2154,dg601,2013,dourados,111.2,corn
2155,dg601,2013,maracaju,87.0,corn
2156,dg601,2013,naviraí,72.3,corn
2157,dg601,2013,sidrolândia,87.0,corn
2158,dg601,2011,maracaju,91.0,corn
2159,dg601,2012,naviraí,96.9,corn
2160,dg601,2011,rio brilhante,82.5,corn
2161,dg601,2012,rio brilhante,96.3,corn
2162,dg601,2011,sidrolândia,119.3,corn
2163,dg601,2012,sidrolândia,126.3,corn
2164,dg627,2013,antônio joão,83.2,corn
2165,dg627,2013,naviraí,77.2,corn
2166,dg627,2012,sidrolândia,110.0,corn
2167,dkb177,2014,amambai,70.0,corn
2168,dkb177,2014,dourados,128.2,corn
2169,dkb177,2014,maracaju,86.9,corn
2170,dkb177,2014,naviraí,88.3,corn
2171,dkb177,2014,são gabriel do oeste,122.9,corn
2172,dkb177,2014,sidrolândia,122.2,corn
2173,dkb177pro,2014,amambai,85.2,corn
2174,dkb177pro,2014,dourados,123.3,corn
2175,dkb177pro,2014,maracaju,86.5,corn
2176,dkb177pro,2014,naviraí,108.1,corn
2177,dkb177pro,2014,são gabriel do oeste,106.9,corn
2178,dkb177pro,2014,sidrolândia,134.5,corn
2179,dkb177pro2,2014,amambai,85.4,corn
2180,dkb177pro2,2014,dourados,120.4,corn
2181,dkb177pro2,2014,maracaju,93.6,corn
2182,dkb177pro2,2014,naviraí,89.2,corn
2183,dkb177pro2,2014,são gabriel do oeste,104.1,corn
2184,dkb177pro2,2014,sidrolândia,123.4,corn
2185,dkb275pro,2014,amambai,100.9,corn
2186,dkb275pro,2014,dourados,134.2,corn
2187,dkb275pro,2014,maracaju,80.7,corn
2188,dkb275pro,2014,naviraí,109.2,corn
2189,dkb275pro,2014,são gabriel do oeste,113.4,corn
2190,dkb275pro,2014,sidrolândia,159.2,corn
2191,dkb285pro,2014,amambai,84.4,corn
2192,dkb285pro,2014,dourados,125.4,corn
2193,dkb285pro,2014,maracaju,88.5,corn
2194,dkb285pro,2014,naviraí,104.1,corn
2195,dkb285pro,2014,são gabriel do oeste,113.3,corn
2196,dkb285pro,2014,sidrolândia,129.3,corn
2197,dkb290pro,2013,dourados,141.7,corn
2198,dkb290pro,2013,maracaju,102.6,corn
2199,dkb290pro,2013,naviraí,96.1,corn
2200,dkb290pro,2013,são gabriel do oeste,93.9,corn
2201,dkb290pro,2013,sidrolândia,115.2,corn
2202,dkb290pro3,2013,antônio joão,99.8,corn
2203,dkb290pro3,2013,dourados,119.1,corn
2204,dkb290pro3,2013,maracaju,108.5,corn
2205,dkb290pro3,2013,naviraí,90.2,corn
2206,dkb290pro3,2013,são gabriel do oeste,97.6,corn
2207,dkb290pro3,2013,sidrolândia,114.2,corn
2208,dkb310pro,2016,bonito,110.7,corn
2209,dkb310pro,2016,dourados,92.5,corn
2210,dkb315,2016,bonito,124.1,corn
2211,dkb315,2016,dourados,108.5,corn
2212,dkb315pro,2016,bonito,117.0,corn
2213,dkb315pro,2016,dourados,109.1,corn
2214,dkb315pro,2016,sidrolândia,135.1,corn
2215,dkb315pro,2016,bonito,127.5,corn
2216,dkb315pro,2016,dourados,110.1,corn
2217,dkb315pro,2016,maracaju,130.8,corn
2218,dkb315pro,2016,naviraí,109.3,corn
2219,dkb315pro,2016,rio brilhante,142.3,corn
2220,dkb315pro,2016,sidrolândia,126.5,corn
2221,dkb330pro2,2014,amambai,77.8,corn
2222,dkb330pro2,2014,dourados,122.1,corn
2223,dkb330pro2,2014,maracaju,90.5,corn
2224,dkb330pro2,2014,naviraí,97.8,corn
2225,dkb330pro2,2014,são gabriel do oeste,139.1,corn
2226,dkb330pro2,2014,sidrolândia,121.6,corn
2227,dkb340pro,2016,maracaju,115.3,corn
2228,dkb340pro,2016,sidrolândia,110.3,corn
2229,dkb350pro,2015,amambai,128.8,corn
2230,dkb350pro,2015,bonito,147.8,corn
2231,dkb350pro,2015,dourados,114.2,corn
2232,dkb350pro,2015,maracaju,134.5,corn
2233,dkb350pro,2015,naviraí,118.5,corn
2234,dkb350pro,2015,rio brilhante,127.6,corn
2235,dkb350pro,2015,são gabriel do oeste,165.1,corn
2236,dkb350pro,2015,sidrolândia,181.9,corn
2237,dkb350yg,2016,amambai,117.1,corn
2238,dkb350yg,2016,bonito,110.1,corn
2239,dkb350yg,2016,deodápolis,57.4,corn
2240,dkb350yg,2016,maracaju,108.1,corn
2241,dkb350yg,2016,naviraí,101.8,corn
2242,dkb350yg,2016,rio brilhante,130.2,corn
2243,dkb350yg,2016,sidrolândia,126.4,corn
2244,dkb350yg,2016,dourados,93.1,corn
2245,dkb350yg,2014,amambai,95.6,corn
2246,dkb350yg,2013,antônio joão,93.2,corn
2247,dkb350yg,2012,aral moreira,77.1,corn
2248,dkb350yg,2012,dourados,135.0,corn
2249,dkb350yg,2013,dourados,161.5,corn
2250,dkb350yg,2014,dourados,119.0,corn
2251,dkb350yg,2013,maracaju,118.3,corn
2252,dkb350yg,2014,maracaju,91.2,corn
2253,dkb350yg,2013,naviraí,93.0,corn
2254,dkb350yg,2014,naviraí,119.1,corn
2255,dkb350yg,2013,rio brilhante,101.0,corn
2256,dkb350yg,2012,são gabriel do oeste,120.4,corn
2257,dkb350yg,2013,são gabriel do oeste,116.9,corn
2258,dkb350yg,2014,são gabriel do oeste,127.4,corn
2259,dkb350yg,2013,sidrolândia,123.5,corn
2260,dkb350yg,2014,sidrolândia,148.6,corn
2261,dkb390pro,2016,maracaju,112.1,corn
2262,dkb390pro,2016,sidrolândia,118.6,corn
2263,dkb390yg,2013,antônio joão,99.5,corn
2264,dkb390yg,2012,aral moreira,67.2,corn
2265,dkb390yg,2012,dourados,118.2,corn
2266,dkb390yg,2013,dourados,155.0,corn
2267,dkb390yg,2013,maracaju,120.9,corn
2268,dkb390yg,2013,naviraí,98.0,corn
2269,dkb390yg,2013,rio brilhante,101.1,corn
2270,dkb390yg,2012,são gabriel do oeste,131.2,corn
2271,dkb390yg,2013,são gabriel do oeste,110.9,corn
2272,dkb390yg,2014,são gabriel do oeste,115.0,corn
2273,dkb390yg,2013,sidrolândia,112.2,corn
2274,dkb399,2014,dourados,117.4,corn
2275,dkb399,2014,maracaju,112.2,corn
2276,dkb399,2014,naviraí,104.0,corn
2277,dkb615,2012,dourados,133.8,corn
2278,dkb615,2012,são gabriel do oeste,118.7,corn
2279,dkb615,2014,amambai,86.7,corn
2280,dkb615,2014,dourados,131.6,corn
2281,dkb615,2014,maracaju,95.1,corn
2282,dkb615,2016,maracaju,120.6,corn
2283,dkb615,2014,naviraí,114.3,corn
2284,dkb615,2014,são gabriel do oeste,113.6,corn
2285,dkb615,2014,sidrolândia,126.9,corn
2286,dkb615,2012,aral moreira,75.0,corn
2287,dkb615,2013,antônio joão,110.1,corn
2288,dkb615,2013,dourados,153.8,corn
2289,dkb615,2013,maracaju,108.2,corn
2290,dkb615,2013,naviraí,115.6,corn
2291,dkb615,2013,rio brilhante,100.9,corn
2292,dkb615,2013,são gabriel do oeste,101.9,corn
2293,dkb615,2013,sidrolândia,126.7,corn
2294,dkb615,2010,aral moreira,131.0,corn
2295,dkb615,2010,naviraí,106.7,corn
2296,exp11019yg,2011,maracaju,137.1,corn
2297,exp11019yg,2011,naviraí,123.6,corn
2298,exp11449,2014,dourados,120.5,corn
2299,exp11449,2014,maracaju,117.4,corn
2300,exp11449,2014,sidrolândia,148.8,corn
2301,faster,2016,amambai,120.6,corn
2302,faster,2015,bonito,129.2,corn
2303,faster,2016,bonito,135.1,corn
2304,faster,2016,deodápolis,104.7,corn
2305,faster,2015,dourados,86.0,corn
2306,faster,2016,dourados,124.3,corn
2307,faster,2015,maracaju,151.1,corn
2308,faster,2016,maracaju,122.2,corn
2309,faster,2016,naviraí,116.2,corn
2310,faster,2016,rio brilhante,121.0,corn
2311,faster,2015,sidrolândia,178.2,corn
2312,faster,2016,sidrolândia,137.2,corn
2313,faster,2016,amambai,126.5,corn
2314,faster,2015,bonito,177.5,corn
2315,faster,2016,bonito,126.1,corn
2316,faster,2016,deodápolis,106.7,corn
2317,faster,2014,dourados,157.9,corn
2318,faster,2015,dourados,138.9,corn
2319,faster,2016,dourados,117.7,corn
2320,faster,2014,maracaju,106.7,corn
2321,faster,2015,maracaju,161.0,corn
2322,faster,2016,maracaju,130.4,corn
2323,faster,2016,naviraí,117.5,corn
2324,faster,2016,rio brilhante,165.1,corn
2325,faster,2014,são gabriel do oeste,123.0,corn
2326,faster,2015,são gabriel do oeste,161.2,corn
2327,faster,2014,sidrolândia,146.3,corn
2328,faster,2015,sidrolândia,149.1,corn
